,Unnamed: 0,user_id,gender,region,age,user_lat,user_lon,age_group,block
20099,20099,20114,1.0,Petrzalka,31.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
20198,20198,20181,1.0,Petrzalka,30.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
20601,20601,20591,0.0,Okolie,17.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
20612,20612,20672,0.0,Petrzalka,30.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
20639,20639,20689,0.0,Okolie,23.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
20739,20739,20713,0.0,Petrzalka,16.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
20803,20803,20868,0.0,Ruzinov,23.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
20883,20883,20917,0.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
20948,20948,21003,1.0,Ruzinov,16.0,48.149314200000006,17.1645049,ages_1-17,Ruzinov_ages_1-17
21055,21055,21108,0.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
21159,21159,21101,1.0,Ruzinov,19.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
21651,21651,21721,1.0,Petrzalka,25.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
21934,21934,21956,1.0,Petrzalka,25.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
22164,22164,22234,0.0,Ruzinov,17.0,48.149314200000006,17.1645049,ages_1-17,Ruzinov_ages_1-17
22450,22450,22518,0.0,Okolie,18.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
22512,22512,22394,0.0,Petrzalka,30.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
22539,22539,22511,0.0,Petrzalka,21.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
22547,22547,22621,1.0,Ruzinov,36.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
22639,22639,22729,1.0,Petrzalka,26.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
22649,22649,22669,1.0,Okolie,24.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
22740,22740,22802,1.0,Petrzalka,28.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
22745,22745,22774,1.0,Ruzinov,45.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
22794,22794,22752,1.0,Okolie,23.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
22866,22866,22940,0.0,Petrzalka,21.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
22977,22977,22933,1.0,Petrzalka,26.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
23166,23166,23109,1.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
23715,23715,23791,1.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
24001,24001,23945,1.0,Ruzinov,32.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
24005,24005,24080,1.0,Ruzinov,25.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
24440,24440,24399,0.0,Petrzalka,17.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
25202,25202,25149,0.0,Okolie,20.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
25589,25589,25625,0.0,Petrzalka,21.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
25803,25803,25819,0.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
26159,26159,26082,1.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
26204,26204,26230,1.0,Ruzinov,24.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
26258,26258,26328,1.0,Okolie,22.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
26313,26313,26373,1.0,Petrzalka,18.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
26330,26330,26336,1.0,Petrzalka,31.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
26360,26360,26394,1.0,Ruzinov,20.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
27351,27351,27314,1.0,Ruzinov,18.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
27509,27509,27440,0.0,Ruzinov,15.0,48.149314200000006,17.1645049,ages_1-17,Ruzinov_ages_1-17
27692,27692,27811,0.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
27735,27735,27769,1.0,Ruzinov,19.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
27812,27812,27871,0.0,Okolie,18.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
27833,27833,27849,1.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
27848,27848,27615,1.0,Okolie,20.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
28000,28000,27870,0.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
28001,28001,27957,1.0,Ruzinov,30.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
28026,28026,28069,0.0,Petrzalka,15.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
28180,28180,28239,1.0,Okolie,22.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
28591,28591,28555,0.0,Petrzalka,19.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
28616,28616,28657,1.0,Ruzinov,15.0,48.149314200000006,17.1645049,ages_1-17,Ruzinov_ages_1-17
28795,28795,28709,1.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
28884,28884,28953,0.0,Petrzalka,24.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
28901,28901,28971,1.0,Petrzalka,25.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
29149,29149,29182,1.0,Ruzinov,28.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
29407,29407,29454,0.0,Petrzalka,15.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
29490,29490,29398,0.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
29551,29551,29430,1.0,Petrzalka,22.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
29645,29645,29595,1.0,Ruzinov,28.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
29660,29660,29777,1.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
29671,29671,29778,1.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
29726,29726,29749,0.0,Okolie,15.0,48.295065799999996,17.2426343,ages_1-17,Okolie_ages_1-17
30403,30403,30325,1.0,Ruzinov,21.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
30432,30432,30484,1.0,Ruzinov,19.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
30451,30451,30541,1.0,Petrzalka,20.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
30495,30495,30558,1.0,Petrzalka,16.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
30658,30658,30593,0.0,Okolie,27.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
30694,30694,30767,1.0,Okolie,30.0,48.295065799999996,17.2426343,ages_29-112,Okolie_ages_29-112
31047,31047,31073,1.0,Ruzinov,26.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
31097,31097,31015,0.0,Ruzinov,27.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
31677,31677,31614,0.0,Petrzalka,17.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
31770,31770,31847,0.0,Petrzalka,19.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
31803,31803,31862,1.0,Ruzinov,21.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
31949,31949,32031,0.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
31990,31990,31875,1.0,Ruzinov,15.0,48.149314200000006,17.1645049,ages_1-17,Ruzinov_ages_1-17
32233,32233,32298,0.0,Okolie,21.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
32276,32276,32294,1.0,Okolie,23.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
32425,32425,32507,0.0,Ruzinov,17.0,48.149314200000006,17.1645049,ages_1-17,Ruzinov_ages_1-17
32452,32452,32500,1.0,Petrzalka,20.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
32539,32539,32616,1.0,Petrzalka,24.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
32549,32549,32641,1.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
32564,32564,32576,1.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
32600,32600,32579,0.0,Okolie,19.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
32605,32605,32580,1.0,Okolie,27.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
32815,32815,32769,1.0,Okolie,44.0,48.295065799999996,17.2426343,ages_29-112,Okolie_ages_29-112
32866,32866,32820,1.0,Okolie,19.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
32977,32977,33007,1.0,Okolie,25.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
33076,33076,33151,1.0,Petrzalka,14.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
33174,33174,33231,0.0,Okolie,23.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
33337,33337,33437,1.0,Petrzalka,20.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
33353,33353,33315,1.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
33381,33381,33358,1.0,Petrzalka,20.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
33426,33426,33499,1.0,Okolie,27.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
33432,33432,33513,1.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
33656,33656,33657,0.0,Okolie,26.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
33717,33717,33399,0.0,Petrzalka,18.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
33726,33726,33401,1.0,Ruzinov,26.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
33802,33802,33863,0.0,Okolie,19.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
33837,33837,33905,1.0,Petrzalka,27.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
33874,33874,33896,0.0,Petrzalka,26.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
33914,33914,33718,0.0,Petrzalka,23.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
33983,33983,34026,0.0,Okolie,19.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
34307,34307,34369,1.0,Petrzalka,25.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
34412,34412,34459,1.0,Okolie,31.0,48.295065799999996,17.2426343,ages_29-112,Okolie_ages_29-112
34453,34453,34546,1.0,Petrzalka,19.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
34510,34510,34595,1.0,Petrzalka,19.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
34534,34534,34495,0.0,Ruzinov,20.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
34723,34723,34752,1.0,Petrzalka,32.0,48.110972,17.1112897,ages_29-112,Petrzalka_ages_29-112
34758,34758,34835,1.0,Okolie,31.0,48.295065799999996,17.2426343,ages_29-112,Okolie_ages_29-112
34799,34799,34879,1.0,Petrzalka,19.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
34815,34815,34823,0.0,Petrzalka,12.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
35184,35184,35267,1.0,Okolie,20.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
35252,35252,35327,1.0,Ruzinov,18.0,48.149314200000006,17.1645049,ages_18-21,Ruzinov_ages_18-21
35292,35292,35347,1.0,Okolie,18.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
35301,35301,35173,1.0,Ruzinov,17.0,48.149314200000006,17.1645049,ages_1-17,Ruzinov_ages_1-17
35339,35339,35335,1.0,Petrzalka,19.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
35356,35356,35279,0.0,Okolie,27.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
35361,35361,35262,1.0,Okolie,21.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
35476,35476,35581,1.0,Okolie,20.0,48.295065799999996,17.2426343,ages_18-21,Okolie_ages_18-21
35511,35511,35325,1.0,Ruzinov,27.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
36012,36012,35985,1.0,Petrzalka,21.0,48.110972,17.1112897,ages_18-21,Petrzalka_ages_18-21
36039,36039,36107,0.0,Petrzalka,14.0,48.110972,17.1112897,ages_1-17,Petrzalka_ages_1-17
36166,36166,36161,1.0,Ruzinov,22.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
36241,36241,36248,1.0,Okolie,25.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
36335,36335,36411,0.0,Ruzinov,26.0,48.149314200000006,17.1645049,ages_22-28,Ruzinov_ages_22-28
36344,36344,36424,1.0,Okolie,24.0,48.295065799999996,17.2426343,ages_22-28,Okolie_ages_22-28
36389,36389,36387,1.0,Ruzinov,29.0,48.149314200000006,17.1645049,ages_29-112,Ruzinov_ages_29-112
36459,36459,36312,1.0,Petrzalka,26.0,48.110972,17.1112897,ages_22-28,Petrzalka_ages_22-28
