,block,beta_factor,gradient,snapshot_num,samp_frac,snapshot_mag,snapshot_grad
0,Petrzalka_ages_29-112,8.0,10.0,1,0.0002782559402207126,1.0,0.0
0,Ruzinov_ages_1-17,8.0,10.0,1,0.0002782559402207126,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,1,0.0002782559402207126,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,10.0,1,0.0002782559402207126,1.0,0.0
0,Ruzinov_ages_29-112,8.0,10.0,1,0.0002782559402207126,1.0,0.0
0,Okolie_ages_1-17,8.0,10.0,2,0.0002782559402207126,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,2,0.0002782559402207126,-1.0,0.0
0,Okolie_ages_22-28,8.0,10.0,2,0.0002782559402207126,-1.0,0.0
0,Okolie_ages_29-112,8.0,10.0,2,0.0002782559402207126,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,2,0.0002782559402207126,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,2,0.0002782559402207126,-1.0,0.0
0,Petrzalka_ages_22-28,8.0,10.0,2,0.0002782559402207126,0.0,1.0
0,Petrzalka_ages_29-112,8.0,10.0,2,0.0002782559402207126,1.0,0.0
0,Ruzinov_ages_1-17,8.0,10.0,2,0.0002782559402207126,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,2,0.0002782559402207126,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,10.0,2,0.0002782559402207126,-1.0,0.0
0,Ruzinov_ages_29-112,8.0,10.0,2,0.0002782559402207126,1.0,0.0
0,Okolie_ages_1-17,8.0,10.0,0,0.000774263682681127,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,0,0.000774263682681127,-1.0,0.0
0,Okolie_ages_22-28,8.0,10.0,0,0.000774263682681127,-1.0,0.0
0,Okolie_ages_29-112,8.0,10.0,0,0.000774263682681127,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,0,0.000774263682681127,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,0,0.000774263682681127,-1.0,0.0
0,Petrzalka_ages_22-28,8.0,10.0,0,0.000774263682681127,-0.6,0.64
0,Petrzalka_ages_29-112,8.0,10.0,0,0.000774263682681127,1.0,0.0
0,Ruzinov_ages_1-17,8.0,10.0,0,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,0,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,10.0,0,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_29-112,8.0,10.0,0,0.000774263682681127,1.0,0.0
0,Okolie_ages_1-17,8.0,10.0,1,0.000774263682681127,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,1,0.000774263682681127,-1.0,0.0
0,Okolie_ages_22-28,8.0,10.0,1,0.000774263682681127,-0.3333333333333333,0.8888888888888888
0,Okolie_ages_29-112,8.0,10.0,1,0.000774263682681127,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,1,0.000774263682681127,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,1,0.000774263682681127,-1.0,0.0
0,Petrzalka_ages_22-28,8.0,10.0,1,0.000774263682681127,-0.2,0.96
0,Petrzalka_ages_29-112,8.0,10.0,1,0.000774263682681127,1.0,0.0
0,Ruzinov_ages_1-17,8.0,10.0,1,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,1,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,10.0,1,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_29-112,8.0,10.0,1,0.000774263682681127,1.0,0.0
0,Okolie_ages_1-17,8.0,10.0,2,0.000774263682681127,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,2,0.000774263682681127,-1.0,0.0
0,Okolie_ages_22-28,8.0,10.0,2,0.000774263682681127,0.3333333333333333,0.8888888888888888
0,Okolie_ages_29-112,8.0,10.0,2,0.000774263682681127,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,2,0.000774263682681127,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,2,0.000774263682681127,-1.0,0.0
0,Petrzalka_ages_22-28,8.0,10.0,2,0.000774263682681127,-0.2,0.96
0,Petrzalka_ages_29-112,8.0,10.0,2,0.000774263682681127,1.0,0.0
0,Ruzinov_ages_1-17,8.0,10.0,2,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,2,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,10.0,2,0.000774263682681127,-1.0,0.0
0,Ruzinov_ages_29-112,8.0,10.0,2,0.000774263682681127,1.0,0.0
0,Okolie_ages_1-17,8.0,10.0,0,0.002154434690031882,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,0,0.002154434690031882,-1.0,0.0
0,Okolie_ages_22-28,8.0,10.0,0,0.002154434690031882,-1.0,0.0
0,Okolie_ages_29-112,8.0,10.0,0,0.002154434690031882,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,0,0.002154434690031882,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,0,0.002154434690031882,-0.6,0.64
0,Petrzalka_ages_22-28,8.0,10.0,0,0.002154434690031882,-0.6666666666666666,0.5555555555555556
0,Petrzalka_ages_29-112,8.0,10.0,0,0.002154434690031882,0.4,0.84
0,Ruzinov_ages_1-17,8.0,10.0,0,0.002154434690031882,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,0,0.002154434690031882,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,10.0,0,0.002154434690031882,-1.0,0.0
0,Ruzinov_ages_29-112,8.0,10.0,0,0.002154434690031882,1.0,0.0
0,Okolie_ages_1-17,8.0,10.0,1,0.002154434690031882,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,1,0.002154434690031882,-0.2,0.96
0,Okolie_ages_22-28,8.0,10.0,1,0.002154434690031882,-0.7142857142857143,0.4897959183673469
0,Okolie_ages_29-112,8.0,10.0,1,0.002154434690031882,0.75,0.4375
0,Petrzalka_ages_1-17,8.0,10.0,1,0.002154434690031882,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,1,0.002154434690031882,-1.0,0.0
0,Petrzalka_ages_22-28,8.0,10.0,1,0.002154434690031882,-0.5,0.75
0,Petrzalka_ages_29-112,8.0,10.0,1,0.002154434690031882,1.0,0.0
0,Ruzinov_ages_1-17,8.0,10.0,1,0.002154434690031882,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,1,0.002154434690031882,0.3333333333333333,0.8888888888888888
0,Ruzinov_ages_22-28,8.0,10.0,1,0.002154434690031882,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_29-112,8.0,10.0,1,0.002154434690031882,0.6666666666666666,0.5555555555555556
0,Okolie_ages_1-17,8.0,10.0,2,0.002154434690031882,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,2,0.002154434690031882,-0.2,0.96
0,Okolie_ages_22-28,8.0,10.0,2,0.002154434690031882,-0.14285714285714285,0.9795918367346939
0,Okolie_ages_29-112,8.0,10.0,2,0.002154434690031882,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,2,0.002154434690031882,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,2,0.002154434690031882,-0.6,0.64
0,Petrzalka_ages_22-28,8.0,10.0,2,0.002154434690031882,-0.8333333333333334,0.30555555555555547
0,Petrzalka_ages_29-112,8.0,10.0,2,0.002154434690031882,1.0,0.0
0,Ruzinov_ages_1-17,8.0,10.0,2,0.002154434690031882,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,2,0.002154434690031882,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,10.0,2,0.002154434690031882,-0.6666666666666666,0.5555555555555556
0,Ruzinov_ages_29-112,8.0,10.0,2,0.002154434690031882,0.6666666666666666,0.5555555555555556
0,Okolie_ages_1-17,8.0,10.0,0,0.005994842503189409,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,0,0.005994842503189409,-0.8333333333333334,0.30555555555555547
0,Okolie_ages_22-28,8.0,10.0,0,0.005994842503189409,-0.6842105263157895,0.5318559556786704
0,Okolie_ages_29-112,8.0,10.0,0,0.005994842503189409,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,0,0.005994842503189409,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,0,0.005994842503189409,-0.8461538461538461,0.28402366863905326
0,Petrzalka_ages_22-28,8.0,10.0,0,0.005994842503189409,-0.8125,0.33984375
0,Petrzalka_ages_29-112,8.0,10.0,0,0.005994842503189409,0.7142857142857143,0.4897959183673469
0,Ruzinov_ages_1-17,8.0,10.0,0,0.005994842503189409,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,0,0.005994842503189409,-0.7142857142857143,0.4897959183673469
0,Ruzinov_ages_22-28,8.0,10.0,0,0.005994842503189409,-0.4666666666666667,0.7822222222222222
0,Ruzinov_ages_29-112,8.0,10.0,0,0.005994842503189409,0.8666666666666667,0.24888888888888883
0,Okolie_ages_1-17,8.0,10.0,1,0.005994842503189409,-0.75,0.4375
0,Okolie_ages_18-21,8.0,10.0,1,0.005994842503189409,-0.5,0.75
0,Okolie_ages_22-28,8.0,10.0,1,0.005994842503189409,-0.8947368421052632,0.19944598337950137
0,Okolie_ages_29-112,8.0,10.0,1,0.005994842503189409,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,1,0.005994842503189409,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,1,0.005994842503189409,-0.8461538461538461,0.28402366863905326
0,Petrzalka_ages_22-28,8.0,10.0,1,0.005994842503189409,-0.6875,0.52734375
0,Petrzalka_ages_29-112,8.0,10.0,1,0.005994842503189409,0.7857142857142857,0.38265306122448983
0,Ruzinov_ages_1-17,8.0,10.0,1,0.005994842503189409,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,1,0.005994842503189409,-0.42857142857142855,0.8163265306122449
0,Ruzinov_ages_22-28,8.0,10.0,1,0.005994842503189409,-0.4666666666666667,0.7822222222222222
0,Ruzinov_ages_29-112,8.0,10.0,1,0.005994842503189409,0.8666666666666667,0.24888888888888883
0,Okolie_ages_1-17,8.0,10.0,2,0.005994842503189409,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,2,0.005994842503189409,-1.0,0.0
0,Okolie_ages_22-28,8.0,10.0,2,0.005994842503189409,-0.8947368421052632,0.19944598337950137
0,Okolie_ages_29-112,8.0,10.0,2,0.005994842503189409,1.0,0.0
0,Petrzalka_ages_1-17,8.0,10.0,2,0.005994842503189409,-0.7777777777777778,0.3950617283950617
0,Petrzalka_ages_18-21,8.0,10.0,2,0.005994842503189409,-0.8461538461538461,0.28402366863905326
0,Petrzalka_ages_22-28,8.0,10.0,2,0.005994842503189409,-0.75,0.4375
0,Petrzalka_ages_29-112,8.0,10.0,2,0.005994842503189409,0.7857142857142857,0.38265306122448983
0,Ruzinov_ages_1-17,8.0,10.0,2,0.005994842503189409,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,2,0.005994842503189409,-0.42857142857142855,0.8163265306122449
0,Ruzinov_ages_22-28,8.0,10.0,2,0.005994842503189409,-0.3333333333333333,0.8888888888888888
0,Ruzinov_ages_29-112,8.0,10.0,2,0.005994842503189409,0.8666666666666667,0.24888888888888883
0,Okolie_ages_1-17,8.0,10.0,0,0.016681005372000592,-0.9047619047619048,0.18140589569160992
0,Okolie_ages_18-21,8.0,10.0,0,0.016681005372000592,-0.8787878787878788,0.2277318640955005
0,Okolie_ages_22-28,8.0,10.0,0,0.016681005372000592,-0.2830188679245283,0.9199003203987184
0,Okolie_ages_29-112,8.0,10.0,0,0.016681005372000592,0.8620689655172413,0.2568370986920334
0,Petrzalka_ages_1-17,8.0,10.0,0,0.016681005372000592,-0.8333333333333334,0.30555555555555547
0,Petrzalka_ages_18-21,8.0,10.0,0,0.016681005372000592,-0.7222222222222222,0.4783950617283951
0,Petrzalka_ages_22-28,8.0,10.0,0,0.016681005372000592,-0.7272727272727273,0.47107438016528924
0,Petrzalka_ages_29-112,8.0,10.0,0,0.016681005372000592,0.8421052631578947,0.29085872576177296
0,Ruzinov_ages_1-17,8.0,10.0,0,0.016681005372000592,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,0,0.016681005372000592,-1.0,0.0
0,Ruzinov_ages_22-28,8.0,10.0,0,0.016681005372000592,-0.5121951219512195,0.7376561570493754
0,Ruzinov_ages_29-112,8.0,10.0,0,0.016681005372000592,0.95,0.09750000000000003
0,Okolie_ages_1-17,8.0,10.0,1,0.016681005372000592,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,1,0.016681005372000592,-0.9393939393939394,0.11753902662993565
0,Okolie_ages_22-28,8.0,10.0,1,0.016681005372000592,-0.5471698113207547,0.7006051975792097
0,Okolie_ages_29-112,8.0,10.0,1,0.016681005372000592,0.8620689655172413,0.2568370986920334
0,Petrzalka_ages_1-17,8.0,10.0,1,0.016681005372000592,-1.0,0.0
0,Petrzalka_ages_18-21,8.0,10.0,1,0.016681005372000592,-1.0,0.0
0,Petrzalka_ages_22-28,8.0,10.0,1,0.016681005372000592,-0.6363636363636364,0.5950413223140496
0,Petrzalka_ages_29-112,8.0,10.0,1,0.016681005372000592,0.9210526315789473,0.1516620498614959
0,Ruzinov_ages_1-17,8.0,10.0,1,0.016681005372000592,-0.8,0.3599999999999999
0,Ruzinov_ages_18-21,8.0,10.0,1,0.016681005372000592,-0.7894736842105263,0.3767313019390581
0,Ruzinov_ages_22-28,8.0,10.0,1,0.016681005372000592,-0.6097560975609756,0.62819750148721
0,Ruzinov_ages_29-112,8.0,10.0,1,0.016681005372000592,0.95,0.09750000000000003
0,Okolie_ages_1-17,8.0,10.0,2,0.016681005372000592,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,2,0.016681005372000592,-0.8787878787878788,0.2277318640955005
0,Okolie_ages_22-28,8.0,10.0,2,0.016681005372000592,-0.8113207547169812,0.34175863296546805
0,Okolie_ages_29-112,8.0,10.0,2,0.016681005372000592,0.9655172413793104,0.06777645659928644
0,Petrzalka_ages_1-17,8.0,10.0,2,0.016681005372000592,-0.9166666666666666,0.15972222222222232
0,Petrzalka_ages_18-21,8.0,10.0,2,0.016681005372000592,-0.8333333333333334,0.30555555555555547
0,Petrzalka_ages_22-28,8.0,10.0,2,0.016681005372000592,-0.6136363636363636,0.6234504132231404
0,Petrzalka_ages_29-112,8.0,10.0,2,0.016681005372000592,0.9473684210526315,0.1024930747922439
0,Ruzinov_ages_1-17,8.0,10.0,2,0.016681005372000592,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,2,0.016681005372000592,-0.7894736842105263,0.3767313019390581
0,Ruzinov_ages_22-28,8.0,10.0,2,0.016681005372000592,-0.6097560975609756,0.62819750148721
0,Ruzinov_ages_29-112,8.0,10.0,2,0.016681005372000592,0.85,0.2775000000000001
0,Okolie_ages_1-17,8.0,10.0,0,0.046415888336127774,-0.9655172413793104,0.06777645659928644
0,Okolie_ages_18-21,8.0,10.0,0,0.046415888336127774,-0.8241758241758241,0.32073421084410103
0,Okolie_ages_22-28,8.0,10.0,0,0.046415888336127774,-0.7278911564625851,0.47017446434356047
0,Okolie_ages_29-112,8.0,10.0,0,0.046415888336127774,0.8509316770186336,0.27591528104625584
0,Petrzalka_ages_1-17,8.0,10.0,0,0.046415888336127774,-0.8461538461538461,0.28402366863905326
0,Petrzalka_ages_18-21,8.0,10.0,0,0.046415888336127774,-0.8775510204081632,0.22990420658059152
0,Petrzalka_ages_22-28,8.0,10.0,0,0.046415888336127774,-0.6460905349794238,0.582567020610002
0,Petrzalka_ages_29-112,8.0,10.0,0,0.046415888336127774,0.8773584905660378,0.2302420790316838
0,Ruzinov_ages_1-17,8.0,10.0,0,0.046415888336127774,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,0,0.046415888336127774,-0.8113207547169812,0.34175863296546805
0,Ruzinov_ages_22-28,8.0,10.0,0,0.046415888336127774,-0.7017543859649122,0.507540781779009
0,Ruzinov_ages_29-112,8.0,10.0,0,0.046415888336127774,0.8909090909090909,0.20628099173553727
0,Okolie_ages_1-17,8.0,10.0,1,0.046415888336127774,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,1,0.046415888336127774,-0.9120879120879121,0.16809564062311322
0,Okolie_ages_22-28,8.0,10.0,1,0.046415888336127774,-0.7006802721088435,0.509047156277477
0,Okolie_ages_29-112,8.0,10.0,1,0.046415888336127774,0.9006211180124224,0.1888816017900543
0,Petrzalka_ages_1-17,8.0,10.0,1,0.046415888336127774,-0.9076923076923077,0.17609467455621308
0,Petrzalka_ages_18-21,8.0,10.0,1,0.046415888336127774,-0.8979591836734694,0.19366930445647645
0,Petrzalka_ages_22-28,8.0,10.0,1,0.046415888336127774,-0.6460905349794238,0.582567020610002
0,Petrzalka_ages_29-112,8.0,10.0,1,0.046415888336127774,0.7924528301886793,0.37201851192595226
0,Ruzinov_ages_1-17,8.0,10.0,1,0.046415888336127774,-1.0,0.0
0,Ruzinov_ages_18-21,8.0,10.0,1,0.046415888336127774,-0.7735849056603774,0.40156639373442493
0,Ruzinov_ages_22-28,8.0,10.0,1,0.046415888336127774,-0.49122807017543857,0.7586949830717145
0,Ruzinov_ages_29-112,8.0,10.0,1,0.046415888336127774,0.8727272727272727,0.23834710743801657
0,Okolie_ages_1-17,8.0,10.0,2,0.046415888336127774,-1.0,0.0
0,Okolie_ages_18-21,8.0,10.0,2,0.046415888336127774,-0.8021978021978022,0.3564786861490158
0,Okolie_ages_22-28,8.0,10.0,2,0.046415888336127774,-0.7278911564625851,0.47017446434356047
0,Okolie_ages_29-112,8.0,10.0,2,0.046415888336127774,0.8881987577639752,0.2111029667065314
0,Petrzalka_ages_1-17,8.0,10.0,2,0.046415888336127774,-0.9692307692307692,0.060591715976331395
0,Petrzalka_ages_18-21,8.0,10.0,2,0.046415888336127774,-0.8571428571428571,0.26530612244897966
0,Petrzalka_ages_22-28,8.0,10.0,2,0.046415888336127774,-0.6460905349794238,0.582567020610002
0,Petrzalka_ages_29-112,8.0,10.0,2,0.046415888336127774,0.9150943396226415,0.1626023495906016
0,Ruzinov_ages_1-17,8.0,10.0,2,0.046415888336127774,-0.9285714285714286,0.1377551020408163
0,Ruzinov_ages_18-21,8.0,10.0,2,0.046415888336127774,-0.9245283018867925,0.1452474190103239
0,Ruzinov_ages_22-28,8.0,10.0,2,0.046415888336127774,-0.6140350877192983,0.6229609110495538
0,Ruzinov_ages_29-112,8.0,10.0,2,0.046415888336127774,0.9272727272727272,0.14016528925619842
0,Okolie_ages_1-17,8.0,10.0,0,0.12915496650148828,-0.9625,0.0735937499999999
0,Okolie_ages_18-21,8.0,10.0,0,0.12915496650148828,-0.9203187250996016,0.15301344423104402
0,Okolie_ages_22-28,8.0,10.0,0,0.12915496650148828,-0.6813725490196079,0.535731449442522
0,Okolie_ages_29-112,8.0,10.0,0,0.12915496650148828,0.8791946308724832,0.2270168010449981
0,Petrzalka_ages_1-17,8.0,10.0,0,0.12915496650148828,-0.9668508287292817,0.06519947498550105
0,Petrzalka_ages_18-21,8.0,10.0,0,0.12915496650148828,-0.8021978021978022,0.3564786861490158
0,Petrzalka_ages_22-28,8.0,10.0,0,0.12915496650148828,-0.6597633136094675,0.5647123700150554
0,Petrzalka_ages_29-112,8.0,10.0,0,0.12915496650148828,0.8673469387755102,0.2477092877967514
0,Ruzinov_ages_1-17,8.0,10.0,0,0.12915496650148828,-0.9210526315789473,0.1516620498614959
0,Ruzinov_ages_18-21,8.0,10.0,0,0.12915496650148828,-0.8767123287671232,0.2313754925877276
0,Ruzinov_ages_22-28,8.0,10.0,0,0.12915496650148828,-0.6835443037974683,0.5327671847460342
0,Ruzinov_ages_29-112,8.0,10.0,0,0.12915496650148828,0.8032786885245902,0.35474334856221446
0,Okolie_ages_1-17,8.0,10.0,1,0.12915496650148828,-0.925,0.14437499999999992
0,Okolie_ages_18-21,8.0,10.0,1,0.12915496650148828,-0.8087649402390438,0.345899271440136
0,Okolie_ages_22-28,8.0,10.0,1,0.12915496650148828,-0.7107843137254902,0.49478565936178387
0,Okolie_ages_29-112,8.0,10.0,1,0.12915496650148828,0.8881431767337807,0.2112016976212283
0,Petrzalka_ages_1-17,8.0,10.0,1,0.12915496650148828,-0.9447513812154696,0.10744482769146235
0,Petrzalka_ages_18-21,8.0,10.0,1,0.12915496650148828,-0.8388278388278388,0.2963678568074172
0,Petrzalka_ages_22-28,8.0,10.0,1,0.12915496650148828,-0.6568047337278107,0.5686075417527396
0,Petrzalka_ages_29-112,8.0,10.0,1,0.12915496650148828,0.8843537414965986,0.21791845990096725
0,Ruzinov_ages_1-17,8.0,10.0,1,0.12915496650148828,-0.9473684210526315,0.1024930747922439
0,Ruzinov_ages_18-21,8.0,10.0,1,0.12915496650148828,-0.7671232876712328,0.41152186151247894
0,Ruzinov_ages_22-28,8.0,10.0,1,0.12915496650148828,-0.6708860759493671,0.5499118730972601
0,Ruzinov_ages_29-112,8.0,10.0,1,0.12915496650148828,0.8491803278688524,0.2788927707605483
0,Okolie_ages_1-17,8.0,10.0,2,0.12915496650148828,-0.95,0.09750000000000003
0,Okolie_ages_18-21,8.0,10.0,2,0.12915496650148828,-0.8725099601593626,0.23872636942270753
0,Okolie_ages_22-28,8.0,10.0,2,0.12915496650148828,-0.6764705882352942,0.5423875432525951
0,Okolie_ages_29-112,8.0,10.0,2,0.12915496650148828,0.8568232662192393,0.26585389046539454
0,Petrzalka_ages_1-17,8.0,10.0,2,0.12915496650148828,-0.9558011049723757,0.08644424773358561
0,Petrzalka_ages_18-21,8.0,10.0,2,0.12915496650148828,-0.8168498168498168,0.33275637671242064
0,Petrzalka_ages_22-28,8.0,10.0,2,0.12915496650148828,-0.6804733727810651,0.5369559889359616
0,Petrzalka_ages_29-112,8.0,10.0,2,0.12915496650148828,0.8435374149659864,0.28844462955250116
0,Ruzinov_ages_1-17,8.0,10.0,2,0.12915496650148828,-0.8421052631578947,0.29085872576177296
0,Ruzinov_ages_18-21,8.0,10.0,2,0.12915496650148828,-0.821917808219178,0.3244511165321825
0,Ruzinov_ages_22-28,8.0,10.0,2,0.12915496650148828,-0.6455696202531646,0.5832398654061849
0,Ruzinov_ages_29-112,8.0,10.0,2,0.12915496650148828,0.8688524590163934,0.2450954044611664
0,Okolie_ages_1-17,8.0,10.0,0,0.3593813663804626,-0.9504504504504504,0.09664394123853592
0,Okolie_ages_18-21,8.0,10.0,0,0.3593813663804626,-0.8393113342898135,0.2955564841326529
0,Okolie_ages_22-28,8.0,10.0,0,0.3593813663804626,-0.7195767195767195,0.4822093446432071
0,Okolie_ages_29-112,8.0,10.0,0,0.3593813663804626,0.8600160901045857,0.2603723247612212
0,Petrzalka_ages_1-17,8.0,10.0,0,0.3593813663804626,-0.9244532803180915,0.14538613250912014
0,Petrzalka_ages_18-21,8.0,10.0,0,0.3593813663804626,-0.8361955085865258,0.30077707141972143
0,Petrzalka_ages_22-28,8.0,10.0,0,0.3593813663804626,-0.6641870350690755,0.5588555824461507
